id,screen_name,utc_offset,description,location,created_at,text,retweet_count,favorite_count
941081267449167872,MissNecrotic,-28800,"| PNW Grown, Gamer, Veteran, CMA, Inkaholic | Xbox GT: MissNecrotic | 🇮🇪🇩🇪🏴󠁧󠁢󠁳󠁣󠁴󠁿 | Running @KingTylerish’s kingdom tbh",Korriban,Wed Dec 13 23:03:53 +0000 2017,"@KingTylerish @SirClips_ I’ll have you know, I have level 100 in Sneak in Skyrim, tyvm 🙄😂 #Sarcasm",0,1
941080518082383874,sohaibahmedu,None,Naughty Boy  |  Tharkio Ka Dushman |,"Mianwali, Pakistan",Wed Dec 13 23:00:54 +0000 2017,"""THIS IS THE BEST THING IVE SEEN TODAY 😭😭  https://t.co/1AMAsiy198"" #sarcasm",0,0
941080222362877953,joegiambrone,-25200,"Author of sci-fi thriller TRANSFIXION, HELL OF A DEAL: A SUPERNATURAL SATIRE, and WRECKING BALLS, a story of stand-up comedians. https://t.co/pb4foYlqRt",California,Wed Dec 13 22:59:44 +0000 2017,"#Comedians behaving badly

https://t.co/Tsg6nehYBS

#DidYouHearTheJokeAboutThe #laugh #podcast #Sarcasm… https://t.co/pCxdOiT8Zg",0,0
941080205682200576,vannostrilboy,0,"Dundee United follower home and away, Dundee Stars follower home and occasionally away, Liverpool fan, brother of the brush. Shedrule",Dundee,Wed Dec 13 22:59:40 +0000 2017,"Another poor result against Sheffield for @DundeeStars tonight. Never mind, at least the money earned by bumper cro… https://t.co/LVgeV2HFjU",0,2
941078437053259777,Tsunami65,0,,"South Shields, England",Wed Dec 13 22:52:38 +0000 2017,RT @MarieAnnUK: Nigel Farage Lying? Surely not? #Sarcasm https://t.co/mrnUaOiNZX,8,0
941078315024240641,sthebsas,3600,"AVGeek, geopolitics, astronomy, new techs, travel (in 💚 with NYC), photography, #Niemira, #ghostwriter 👻, writing on https://t.co/KlMNCQ0vZ8","Genève, Suisse",Wed Dec 13 22:52:09 +0000 2017,#sarcasm https://t.co/SBwtz2yHN3,0,1
941077507352285184,LucasGaSuBi,None,"Estudiante de Abogacía - Notariado. Fder.
Bolso a muerte 🔵⚪🔴 Blanco - Wilsonista.
 Música, música y música...
Dame rock, un libro, mi guitarra y un buen vino.",,Wed Dec 13 22:48:56 +0000 2017,"Me causa mucha gracia la propaganda de Uruguay Natural cuándo un Paragua al referirse a Uruguay dice ""Me gusta much… https://t.co/FeGaM7i8SC",0,0
941076472483188736,thebillherron,-18000,"I'm a Chicago guy raising a family in the most dangerous city in America. Sounds like a sitcom, right? Also, half of the brain trust behind the @pillowpodcast.",Somewhere in Michigan,Wed Dec 13 22:44:50 +0000 2017,"Nice work Road Commission, I know that we have six inches of snow down already but it totally makes sense not to se… https://t.co/8V01mBVVbG",0,0
941076153246330880,urbaninstatweet,3600,"We curate the most entertaining tweets on Twitter.
Get Entertained!| Content credited to respective owners #UrbanInstaTweet #InstaTweet IG:@urbaninstatweet",Nigeria,Wed Dec 13 22:43:33 +0000 2017,"After I've had a nice lunch or dinner at a swanky spot, then we can talk 💁🏾. A woman's heart has so many connection… https://t.co/8VpoR5JlmF",0,0
941076088981204995,dorely_parra,None,"disfrutar la vida, #hakunamatata.",,Wed Dec 13 22:43:18 +0000 2017,"me dice - Tu indiferencia me mata. -
 Yo - te ayudo a cavar la tumba? -
-....-

 #sarcasm #mesalenatural   #sarcastic #😎",0,0
941073822651899904,darkatthecore,None,"i tweet about science​ politics video games anti-theism atheism Satanism lgbt+ ect...
Dont like it??? Dont follow...","Kansas City, MO",Wed Dec 13 22:34:18 +0000 2017,@idbanassaheht @AtheistRepublic Just want this world needs more people  not willing to think for themselves...… https://t.co/cIlvYd5fWg,0,0
941072970264535040,BowTieSports,None,"Social Media marketer. PR background with music, sports, food/restaurant clients","Nashville, TN",Wed Dec 13 22:30:55 +0000 2017,"@CoryCurtis2 He’s too nice. You can never win titles with a QB that nice. Needs more of a killer instinct 
#Sarcasm",0,0
941072783022477314,jencarter35,-36000,"proud public servant, baseball fanatic. public speaker on kindness in the workplace, burnout. Certified Integral Coach. I like baseball, country music& beer. 🏋🍻","Ottawa, Ontario",Wed Dec 13 22:30:10 +0000 2017,@stephenlautens Those privileged kids with free health care you mean! #sarcasm #ihatemyself,0,1
941072443359326209,ScottBloom1,None,"Business owner, constitutionalist, drag racer, wood worker, Grateful American Patriot
#Trump 2016 @realdonaldtrump doesn't follow me #TrumpingforTrump",Maryland,Wed Dec 13 22:28:49 +0000 2017,"@ECoastYellaHair apparent sunrise and sunset 
Damn this 23° axial rotation

#NoFlatEarth 
#sarcasm",0,1
941071983026024449,JayHOwen,-18000,"Liberty, classical liberalism, free markets and the Bible. Contributor to Foundation for Economic Education   https://t.co/9VgLn4mexq",West Lafayette IN,Wed Dec 13 22:26:59 +0000 2017,"@mises Well, I feel better knowing she has it under control. #sarcasm",0,0
941071858195156992,sarcasticalarm,None,"Not so ordinary Girl. Wine is Life, Sarcasm is oxygen.  #Sarcasm #Sarcastic #design #humor #funny","London, England",Wed Dec 13 22:26:29 +0000 2017,"These kids are either geniuses, or complete idiots... you decide https://t.co/JuanIEIANy #sarcasm #funny",0,0
941071557006278657,cxarli,-28800,Gay Unitarian Universalist Esperanto speaker who reads Fantasy & Science Fiction and loves to travel. Hablo español también. #Resist #IamANTIFAscist,"San Francisco, CA",Wed Dec 13 22:25:18 +0000 2017,@emoontx @docrocktex26 Heavens!  Why would a Christian woman married to a good provider (who knows who to vote for)… https://t.co/MQW731OVwe,0,2
941071473564889090,niknickerson,None,"English, British & European. Uncomfortable with austerity. Feminist.",,Wed Dec 13 22:24:58 +0000 2017,RT @MarieAnnUK: Nigel Farage Lying? Surely not? #Sarcasm https://t.co/mrnUaOiNZX,8,0
941070660738146304,grackleofaustin,-28800,"“a thing is a thing, not what is said of that thing”","Texas, USA",Wed Dec 13 22:21:44 +0000 2017,@TomiLahren Yes people seem to be handling it very well. #sarcasm,0,0
941070551816208384,urbaninstatweet,3600,"We curate the most entertaining tweets on Twitter.
Get Entertained!| Content credited to respective owners #UrbanInstaTweet #InstaTweet IG:@urbaninstatweet",Nigeria,Wed Dec 13 22:21:18 +0000 2017,Some people will not fear God and will mess oily mess inside danfo &amp; people's shidren cannot even breathe sef. God… https://t.co/vz0XYItqIc,0,0
941070101188575232,Mr_Hindalekar,None,"Sarcasm is my wea""pun"" of choice!!!","Mumbai, India",Wed Dec 13 22:19:31 +0000 2017,#wwe #WWENXT #WWERaw #kanako #Asuka #jwp #NXTTakeOver #NXT #INDvSL #FallonTonight #cryptocurrency #Bitcoin… https://t.co/DVnq38d1XP,0,0
941070068829577218,buckleyM427,None,Go hiking with antlers on,,Wed Dec 13 22:19:23 +0000 2017,@StaciaRR @realDonaldTrump Bet your husband is so broke now that I'm wondering how much you were paid for making th… https://t.co/ic26CC4Pm0,0,0
941069896506634240,amberinzaman,-18000,Columnist @AlMonitor @DikenComTr #Turkey Correspondent @TheEconomist 1999-2016 @TheWilsonCenter Policy Fellow 2016-2017 #Kurds #Syria #Iraq #Armenia,,Wed Dec 13 22:18:42 +0000 2017,@K24English Huge if true #sarcasm,0,1
941068689633406980,OriginalQueer,None,"20 Queer AMAB. Don't call me man, dude, sir, or stud.","Flint, MI",Wed Dec 13 22:13:54 +0000 2017,@BlairImani @_yoshann Careful you might ruin your brand. 😒 #Sarcasm,0,0
941068426935648256,joshbroccoli,None,"Social Studies teacher, comic book nerd, father, husband, and President of the Mesa Education Association. My opinions are my own.","Gilbert, AZ",Wed Dec 13 22:12:51 +0000 2017,"Tomorrow I get my generous 1.06% one time stipend from the ever benevolent Doug Ducey. #sarcasm

I’m going to make… https://t.co/cfJacUKaRv",0,1
941068095694573568,theBreakerNews,-28800,"Read theBreaker. Listen to the podcast. Your source for news and views on British Columbia and beyond, from @BobMackin. Tips? https://t.co/mVUu2Aoixg","Vancouver, British Columbia",Wed Dec 13 22:11:32 +0000 2017,@sr78 So sorry. The Clintons are such selfless individuals who deserve sainthood. Pardon while we remove our pussy… https://t.co/SGgicrNcBX,0,1
941067157789728773,ayesha_iqbal7,None,I’m not always sarcastic...sometimes I’m sleeping,"Lahore, Pakistan",Wed Dec 13 22:07:49 +0000 2017,"RT @Bomdesignz: Buy this t-shirt, art print, phone cover(and much more). Links in my profile.
#cat #cats #kitten #sarcasm #sarcastic #mean…",1,0
941066767073533952,AyeAmThorny,-21600,"In a lot of ways, I'm just like you...
http://t.co/bcBfoibw",,Wed Dec 13 22:06:16 +0000 2017,"Can't believe no one is talking about Brett Hundley.  Kid wins back to back OT games vs. two dregs of the NFL, and… https://t.co/jnklwkbfHn",0,0
941066501565632512,JasonJGreene,-18000,"Live in Greenville,SC.  Love to travel, sports, improv, theater, celebrity deadpool expert. Officially a Marathoner as of Jan '13 - Disney World.","Greenville, South Carolina, US",Wed Dec 13 22:05:12 +0000 2017,"@SenatorTimScott I’m going to be a millionaire soon, maybe even before April 2018.  So thank you for passing this f… https://t.co/3fZu1WK53U",0,1
941065362459766785,sohaibahmedu,None,Naughty Boy  |  Tharkio Ka Dushman |,"Mianwali, Pakistan",Wed Dec 13 22:00:41 +0000 2017,"""DONT EVER ASK ME WHERE WE SHOULD GO EAT BECAUSE I’LL HAVE US SITTING THERE IN THE CAR FOR A WHOLE ASS HOUR"" #sarcasm",0,0
941065337755144192,wit_twitt,None,,,Wed Dec 13 22:00:35 +0000 2017,"It's said that #sarcasm is the lowest form of #wit. To that I say ""No, really? Hey, somebody give this person a #Nobel #peace #prize!""",0,0
941065034515361792,CarmenDaniels17,None,,,Wed Dec 13 21:59:23 +0000 2017,@AprilDRyan @JonesinintheNYC THE REALITY SHOW IS OVER... #45 DON'T NEED HER ANYMORE~ #Sarcasm,0,0
941064814394306561,Bad__Monkey,None,#queer #atheist #humanist #vegetarian #cyclist #48percenter. Likes #videogames #books #realitytv esp #survivor #bb19 #cbb (not watching #bbuk this time),Jonestown,Wed Dec 13 21:58:30 +0000 2017,IT recruitment v online retro sweet shop. What a thriller! #sarcasm #TheApprentice,0,2
941064327636889603,RealEBig,None,"I'm a transgender, pansexual, GNC, middle-aged, African Zer, experiencing life on the back of a turtle's dream floating through space.",,Wed Dec 13 21:56:34 +0000 2017,"@icklepepper @sommerspeaksup @CharlieAtSalem @SenSanders Aw bless, yes Bernie's your friend. He's not desperately h… https://t.co/f3w8dBOniK",0,0
941064209776939008,Irishexpress409,None,"(Super-Flyweight/Bantamweight) Irish-American boxer from the town of New Braunfels, Texas.",,Wed Dec 13 21:56:06 +0000 2017,@SkySportsBoxing @ConorNigel He's improved so much that he got dropped twice and went life and death against a 5-4… https://t.co/dbNHcETvUe,0,0
941063943010881536,sohaibahmedu,None,Naughty Boy  |  Tharkio Ka Dushman |,"Mianwali, Pakistan",Wed Dec 13 21:55:02 +0000 2017,"""Me looking at my honey thinking how tf I got so mf lucky 😩💘 https://t.co/4R4DPlu2hb"" #sarcasm",0,0
941062964328747010,kevindeetz,-21600,recommended by 4 out of 5 people by people who recommend things,United States,Wed Dec 13 21:51:09 +0000 2017,@Z_wacko @Klopp24 #sarcasm sorry I may be a little out of it!,0,1
941062741250510848,LFCINVEST,None,Liverpool Football Club fan. Tweets exclusively about LFC.,,Wed Dec 13 21:50:16 +0000 2017,Gutted with draw. But what a performance by the midfield which cut through opposition like hot knife in butter. Fir… https://t.co/6W2wZy5DHO,0,0
941062714499072000,VidasSalavejus,-28800,"Email for contact: timorethegame@gmail.com  Guitarist, Game developer of Timore, GentleMoon series, A Dream For Aaron and Guardian Of December.",,Wed Dec 13 21:50:09 +0000 2017,@YourPalRags I think now we can truly say that Xbox is superior to PC #sarcasm although I think developers knew tha… https://t.co/AvTNwJdKyN,0,4
941062709931585538,mybasicmy,None,"This country needs rescued: country over party, country over u. America Greatness = constitution/conservatism ... https://t.co/fHHkt85jgl @facts4patriots","Michigan, USA",Wed Dec 13 21:50:08 +0000 2017,RT @LionTedPride: Insensitive material??? I am so glad that twitter is protecting me! #sarcasm https://t.co/sfbzyMnekI,2,0
941062565219749888,cbj34anderson,-28800,"Ladies and Gentlemen, my name is Anderson's Artillery and I am the advocate for The Beast Incarnate JOSH ANDERSON #cbj #wearethefifthline",Nationwide Arena,Wed Dec 13 21:49:34 +0000 2017,"Surprised how well #Jackets fans are taking last night loss, considering it represents 1.22% of the season #CBJ #sarcasm 😂",0,8
941062339708837888,geenacanblowme,-18000,"Social Justice Tavern-wench -- a lone Micronaut, in a world of Star Wars action figures. she/her",Metro Atlanta,Wed Dec 13 21:48:40 +0000 2017,"RT @HistorianKat: Oh, but the Voting Rights Act isn't necessary.....

#sarcasm https://t.co/qo0KAuTuFm",1,0
941061871293161478,atlshaman,-18000,Live. Your. Life. Find Yourself. Be Yourself. Its easier that way.,"Anywhere, USA",Wed Dec 13 21:46:48 +0000 2017,This is an actual transcript from the secret Obama wire taps. #conspiracy #deepstate #sarcasm https://t.co/vMKTI28fC6,0,0
941061704041058304,neveryoumindok,None,,,Wed Dec 13 21:46:08 +0000 2017,@Dyke67ny @RikiMahardi @realDonaldTrump #sarcasm 😐,0,0
941060355547193344,HistorianKat,-21600,"Trans Legal Historian (Newly-Minted PhD - U of Iowa), Rust Repairer, 4-Time Survivor, Research Asst to Oolon Colluphid & Intern for Piers Fletcher-Dervish, M.P.",Upper Midwest,Wed Dec 13 21:40:47 +0000 2017,"Oh, but the Voting Rights Act isn't necessary.....

#sarcasm https://t.co/qo0KAuTuFm",1,1
941060021856751616,HelenWheels1,None,"Used to teach, now write a bit, travel a lot, passionate European. Lifelong SWFC fan.",Derbyshire,Wed Dec 13 21:39:27 +0000 2017,RT @MarieAnnUK: Nigel Farage Lying? Surely not? #Sarcasm https://t.co/mrnUaOiNZX,8,0
941059629064187905,Yanet543,-18000,❤Instagram: fyanet. Snapchat: yanet.f,,Wed Dec 13 21:37:54 +0000 2017,"I been working blind today, I wonder how many numbers I've messed up today. Good thing I'm not an #accountant #sarcasm 👩🏻‍💻",0,0
941059540853886976,tcriley27,-21600,"Dont let the fear of striking out, keep you from playing the game. Trying to figure out the right path for myself.",,Wed Dec 13 21:37:33 +0000 2017,"@jayhoyt1 This makes so much sense, why would any team want to spend more than that. It obviously doesn’t bring in… https://t.co/QGJWmIbgI7",0,0
941059184631705601,gemswinc,-18000,"Ret. HS Chem teacher, wildlife gardener, accidental birder, all around tree hugger & political junkie, who loves to take pictures.",,Wed Dec 13 21:36:08 +0000 2017,"@VP Largest, best financed military in the world. The only thing that needs rebuilding is cash conduits to military… https://t.co/xzQ6AeZggB",0,0
941058967282835456,ei9iw,0,"A proud citizen of the world, campaigning for an end to Brexit. Rainbow flag photo courtesy of Benson Kua. #FBPE",Ireland,Wed Dec 13 21:35:16 +0000 2017,RT @MarieAnnUK: Nigel Farage Lying? Surely not? #Sarcasm https://t.co/mrnUaOiNZX,8,0
941058866556669952,andwarn,0,"""What is objectionable, what is dangerous about extremists is not that they are extreme, but that they are intolerant."" Robert F Kennedy #FBPE","West Midlands, England",Wed Dec 13 21:34:52 +0000 2017,RT @MarieAnnUK: Nigel Farage Lying? Surely not? #Sarcasm https://t.co/mrnUaOiNZX,8,0
941058473529413633,lunaperla,3600,"Spanglish purveyor of secrets & lies through screenplays/novels/plays (@BeheadedQueens), with a fetish for shoes. Winner FD BigBreak period/hist. drama 2015.",Citizen of the World,Wed Dec 13 21:33:18 +0000 2017,RT @MarieAnnUK: Nigel Farage Lying? Surely not? #Sarcasm https://t.co/mrnUaOiNZX,8,0
941057976135118848,LFCINVEST,None,Liverpool Football Club fan. Tweets exclusively about LFC.,,Wed Dec 13 21:31:20 +0000 2017,@Kloppomaniacs Great midfield today passing forward and stylish after we dropped the backward and sideways players… https://t.co/1xpPW44Y0c,0,0
941057970107858949,KabouterLucia,3600,"Sometimes I retweet things I like, Sometimes I tweet things about me :3",Nederland,Wed Dec 13 21:31:18 +0000 2017,"Well, a package of mine is on the big Depot of @PostNL in the hague, so it will be send back to China. BUT the send… https://t.co/qpLcGIYQsu",0,0
941057919130447873,TeamDayTrader,-18000,More About Me at https://t.co/JG9l9lmz8Y Founder of https://t.co/E0SltNYjFh Helping others be the person they want to be. Technical #Trader & #Fitness Trainer.,"Myrtle Beach, SC",Wed Dec 13 21:31:06 +0000 2017,"@vxx46 My kind of fucking, skull fucked... Wait, is that legal? Blahhh Lol.😂 😂 😲 #sarcasm 😜",0,1
941057781532184600,atomicsmiles,-28800,"A quote a day keeps your mind fresh, I was once told. Crazy Brit confusing my American friends. Seriously into my philosophy. PLEASE FOLLOW","Winchester UK, Houston USA",Wed Dec 13 21:30:33 +0000 2017,RT @MarieAnnUK: Nigel Farage Lying? Surely not? #Sarcasm https://t.co/mrnUaOiNZX,8,0
941056914724720641,cachemaster,-21600,Night Sky Artist / Guitar & Pedal Steel Poser / Paulette's Pool Boy / Life's short... Live it!,"Texas, USA",Wed Dec 13 21:27:07 +0000 2017,@Hooper Din you better get back to da hood. Man I gotta quit hangin round wif @GabeWootton #sarcasm,0,0
941056029059637250,MarieAnnUK,0,"20 Something Brit Girl, Gym, Cycling, Rowing, Kickboxing, Triathlon. I'm not a Leftie or a Brexidiot.🇬🇧🇪🇺","DORSET, EU.",Wed Dec 13 21:23:35 +0000 2017,Nigel Farage Lying? Surely not? #Sarcasm https://t.co/mrnUaOiNZX,8,24
941055692756144130,ErnstScribbler,None,Cackle my gladys.,UK,Wed Dec 13 21:22:15 +0000 2017,One of the finest political minds the country has ever seen speaks. #sarcasm https://t.co/1N90TFGKpz,0,0
941055537172672514,Rodman1_r2,-28800,"Environmental Specialist; I help enforce the Clean Water Act. Amateur cyclist with a fascination for science in cycling, sports physiology.","North County (San Diego), CA",Wed Dec 13 21:21:38 +0000 2017,@miss_gorska @faustocoppi60 should've added #sarcasm. was reference to that time I think Froome awkwardly hugged Fr… https://t.co/DPoNMUSgiP,0,0
941055488002752512,rooneymufc11,None,"Self-proclaimed Web Developer. MS CS - University of Florida.
Intelligent code. Aggressive soccer. Tactical cricket. Artistic kpop. Tranquil Meditation. REPEAT!","Gainesville, FL",Wed Dec 13 21:21:26 +0000 2017,@crater1809 @FullTimeDEVILS Sell him in Jan. Mou out. 🌚 #sarcasm,0,2
941055343160897536,indrajeetmodi,None,,,Wed Dec 13 21:20:52 +0000 2017,"@imVkohli will you continue to play cricket now that you are married?
#sarcasm #rolereversal #Feminism #VirushkaWEDDING #nationwantstoknow",0,0
941055161908301824,FelixForTruth,-21600,"Neither Left nor Right. I favor Progressivism and am strongly opposed to the New Trump Establishment.
#TheResistance","Alabama, USA",Wed Dec 13 21:20:09 +0000 2017,@HawaiiDelilah @jaketapper @EricBoehlert How could Moore have possibly lost with men of such incredible intellect o… https://t.co/6w7H4fxKhR,0,0
941054971675598851,Unearthing_USA,None,"Natural Light Photographer, gamer,& 🔄 nerd.   https://t.co/JzAHy8wfvg Daily Posts M,W,&F 9a,12p,&7p Check the 🌐 below 4 shoots & projects.","San Antonio, TX",Wed Dec 13 21:19:23 +0000 2017,@AnneMunition @CORSAIR That is hilarious. I just don't know about people these days. #RUDE #Weird #manners… https://t.co/gjthFVuFCN,0,0
941054813630029824,cmdcpa2,-28800,#Accountant #Husband #Father #BBN #footyfan #COYS #sounders,"Bowling Green, KY",Wed Dec 13 21:18:46 +0000 2017,"@RickSpur But, 2-0 is the most dangerous lead in football, no? #sarcasm",0,0
