id,screen_name,utc_offset,description,location,created_at,text,retweet_count,favorite_count
941089478776680448,SHARNS_D,0,"LFC,love techincal &tactical footy.Level 2,YM 1 &2, JPL coach u11.Passion for developing players.Development over results.Guardiola is a footballing god - Bham","Birmingham, England",Wed Dec 13 23:36:30 +0000 2017,He’s so overrated!!! #sarcastic https://t.co/SFmFUbnUb3,0,0
941076088981204995,dorely_parra,None,"disfrutar la vida, #hakunamatata.",,Wed Dec 13 22:43:18 +0000 2017,"me dice - Tu indiferencia me mata. -
 Yo - te ayudo a cavar la tumba? -
-....-

 #sarcasm #mesalenatural   #sarcastic #😎",0,0
941075740979638272,siquediran,None,,"Albuquerque, NM",Wed Dec 13 22:41:55 +0000 2017,"@LindseyGrahamSC @realDonaldTrump #MAGA
#Trump's instincts on the #Alabama race proved to be correct. 
Are you bein… https://t.co/0C7rKTyQaD",0,0
941067157789728773,ayesha_iqbal7,None,I’m not always sarcastic...sometimes I’m sleeping,"Lahore, Pakistan",Wed Dec 13 22:07:49 +0000 2017,"RT @Bomdesignz: Buy this t-shirt, art print, phone cover(and much more). Links in my profile.
#cat #cats #kitten #sarcasm #sarcastic #mean…",1,0
941046977822973952,megwilliams2017,None,"I just don't want to look back on my life and think ""I could have eaten that."" @williams4310 💛","Helotes, TX",Wed Dec 13 20:47:37 +0000 2017,RT @lanieumbel: This is why I teach!!! #love8thgraders #sarcastic...me? https://t.co/JLlOoL9WQc,1,0
941037742862897152,SterlingGate,46800,I am a published author (novels and non-fiction books) as well as a screenwriter and film producer. http://t.co/BlZW2siFEc,New Zealand,Wed Dec 13 20:10:56 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
941036811396222986,lanieumbel,None,Beyond Blessed.........,,Wed Dec 13 20:07:14 +0000 2017,This is why I teach!!! #love8thgraders #sarcastic...me? https://t.co/JLlOoL9WQc,1,7
941035033573257217,Julayn_Adams,-28800,"Wife, mother, book reviewer, and writer. Author of Almana & My Brother's Name is Masen.  #dystopia #paranormal #amwriting #YA","Melbourne, Victoria",Wed Dec 13 20:00:10 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
941030843698511872,OwenMullen6,None,"Spent my life rocking...when I should have been writing!

Worldwide Author Page... https://t.co/1Vkprgnxhi
Facebook https://t.co/0M7JqyshKa Goodreads https://t.",,Wed Dec 13 19:43:31 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
941025860974448641,KimberlyEllex,-18000,|| 18 but I look 12 || YouTube Creator || kimberly.mcguire@outlook.com,"New York, NY",Wed Dec 13 19:23:43 +0000 2017,@DavidAusbun2 @hoesuueee @SabrinaAnnLynn I know I was being #sarcastic,0,0
941024700880375809,jhun_allan,None,i am who i am and im not going to change for anybody.,"Ile-de-France, France",Wed Dec 13 19:19:06 +0000 2017,@Europarl_EN After 20 years now because of duterte they got what they deserve what a bad man right? #Sarcastic 🤭😏 https://t.co/3CMCOMfn6D,0,0
941019052566302720,GospelofSchultz,None,"Your daily dose of smartassery, and thoughts on how the world should be, according to The Gospel of Schultz!  Jerk Merch & professional smartassery, available!","Woodstock, ON., Canada",Wed Dec 13 18:56:40 +0000 2017,Say it with contempt or indifference! Jerk Greeting Cards for all occasions available at https://t.co/ZntF09wLOf… https://t.co/0qo8kIHKGg,0,0
941017139036807168,elsaochoa59,-25200,,,Wed Dec 13 18:49:03 +0000 2017,"CHUCKLES OF THE DAY!!!
.
#shittydeal #extremesports 
#sarcasm #comedy #funny #sarcastic #jokes… https://t.co/oRhPQa4sgP",0,0
941015062981963776,SSBazinet,-25200,"Author Page on Amazon: https://t.co/H61XElz4i3 Books You'll Love Forever: https://t.co/i6KrPWQEQn
https://t.co/Oid4ZeZhEb",Albuquerque,Wed Dec 13 18:40:48 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
941014991502798851,AuthorMichael57,None,"Official Account of Michael C Schmidt aka A.Raymond, Author Wife is @MaryLSchmidt  #IAN1  #SCBWI #memoir #childrensbooks #AwardWinningAuthor #newapple #CR4U",United States,Wed Dec 13 18:40:31 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
941010445225279489,Echoic_JAnn,-25200,"A poet/author to 11 books of cross-genres with more to come. Avid reader, music/art lover. Co-editor to EE Magazine Book Manager @KayC3e_K",Montana USA,Wed Dec 13 18:22:27 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
941003139380948992,ADisTheBest95,-28800,depressed lakers fan.,"Westwood, Los Angeles",Wed Dec 13 17:53:26 +0000 2017,@KobeTruthN #sarcastic https://t.co/vkJo1S4hDE,0,0
940999936182800384,birdwriter7,-28800,"International Author. New release  Dec. 9  ""Luna The Moon Pig"" Children's Book Illustrator: award-winning world-acclaimed Sheila Graber of Paddington Bear fame!","Florida, USA",Wed Dec 13 17:40:42 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940998957097893888,gmawellie1999,None,"Grandmother to 13 and 5 children. Retired Nurse loving ever minute of. First time Author to Jane Doe 46. Love ice skating, skiing, golfing and camping. #Montana","Lolo, Montana",Wed Dec 13 17:36:48 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940997465624469506,TudorTweep,None,"Author. #Indie. #History lover particularly #Tudor. Leftie #Vegan. Feminism isn't a dirty word, Blackadder, crevice is a dirty word...",The misty moors of Cornwall,Wed Dec 13 17:30:53 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940965772624457728,orewebfoot,-25200,"Cosmopolitan Bon Vivant. Scientist, SJW, globalist, secularist, and whatever else the alt-right hates","Somewhere in fascist, lazy USA",Wed Dec 13 15:24:57 +0000 2017,@CNN She really seemed to be making a contribution the Trump. #Sarcastic,0,0
940963353291243525,sgaparwezi,-28800,I born at Vellore (TamilNadu)   as an orphan I was deprived by formal education. I learnt to read and write by my self.I wrote 9 books and 16 stories.,"Bengaluru South, Karnataka",Wed Dec 13 15:15:20 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940963213486718976,JanRomes,None,"Romance and women's fiction with sharp, witty characters who give as good as they get!",Ohio,Wed Dec 13 15:14:47 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants series #Auth…,591,0
940961426222575616,janellwoj,-21600,"Debut Author, contemporary Christian romance, ""Embracing Hope."" Taking the publishing world by storm! https://t.co/t7K8djHRms","New Brighton, MN",Wed Dec 13 15:07:40 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940960738427809792,joeisaiah27,28800,Author of Calm Seas Stormy Ship. Sailed as Captain on-board an ocean going gas tanker through calm seas as well as high risk areas where piracy were widespread.,,Wed Dec 13 15:04:56 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940960090873573376,alleycat579,3600,"Retired, blogging and writing short stories for own pleasure and others. I am trying various topics. I am not on Facebook, Instagram or SnapChat.","Seaview, UK",Wed Dec 13 15:02:22 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940959788397051904,Kyaireysmatrix,28800,"Freedom of speech for all because words cannot kill.
People was born not to be punisher.
People was born not to be punished. Life is rule added with many rules.",A bullet in head can kill. A word in head cannot kill. It is crime to bear a child because there is no evidence to make sure a child is safe from harm,Wed Dec 13 15:01:10 +0000 2017,"""You've said like that because you've never stabbed your neck with a sharp knife."";

~Kyairey

Kyairey © 2017… https://t.co/AJSXqkKzhU",0,0
940959518132981761,sarcasticalarm,None,"Not so ordinary Girl. Wine is Life, Sarcasm is oxygen.  #Sarcasm #Sarcastic #design #humor #funny","London, England",Wed Dec 13 15:00:05 +0000 2017,No fucks https://t.co/dVQ3qgUA27 via #Sarcastic #Tshirt #Funny #FunnyTshirt,0,0
940955844673462272,Pickabest1,-28800,"Experienced, blessed Mom & Dad, children & grand child.  Selling  Products online  in US, UK, etc. Brand Ambassadors for Club 1 Hotels.     💗 NO DM💝",WORLDWIDE,Wed Dec 13 14:45:30 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940943218086170624,feralgear,39600,"#Funny, #Adult & #Novelty T-Shirts & Gifts. Sick of having to be P.C. all the time? Don't worry, now you can express yourself with any of our #tshirts or #gifts",Available World Wide.,Wed Dec 13 13:55:19 +0000 2017,"SARCASM IS JUST ANOTHER SERVICE I OFFER 

Shop @ https://t.co/R6NzkuSVEE 

#sarcasm #humor #sarcastic #gift #joke https://t.co/p9IN1RB8Tm",0,1
940941367546703872,cottage_green,-28800,#HouseSign #Signage #POOL #Gifts #Personalized #cottage #BusinessSigns #Beach #TreeSwing #handmade website: https://t.co/wllyziNL0C,"South Carolina, USA",Wed Dec 13 13:47:58 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940935914435567618,Sekijyra,None,,Saint Chéron,Wed Dec 13 13:26:18 +0000 2017,"@yasha_miaou Mais voyons le dessin c'est un plaisir, pas un métier donc on fait pas payer enfin... #sarcastic",0,1
940933215858102274,KathleenHarrym1,0,"#Author of #psychological #thrillers and #suspense based in and around #York. Wife, mum and animal lover #amwriting #books","York, England",Wed Dec 13 13:15:35 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940932825775296512,EmrisLindsay,None,"I'm a children's author who writes quirky,whimsical stories to imprint good morals and principles in a fun way. I also do free book reviews.",Trinidad and Tobago,Wed Dec 13 13:14:02 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940932113028845568,jovanclordim,-18000,"#MAGA, Husband, Father, Love Dogs, Horses, wild life. I'M is a very powerful word . Honest conversation.  #Futures #Trading is my skill.",United States,Wed Dec 13 13:11:12 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940930709249773568,Pat_McDermott,-18000,"Indie Author of The Band of Roses Trilogy, The Glimmer Books, The Rosewood Whistle, & Unholy Crossing Adventure & Romance in Ireland  https://t.co/Oh3G4ik7Ro",New Hampshire USA,Wed Dec 13 13:05:37 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940914031459741696,JPCarter47,-18000,"Award winning author, Happy wife,Mom, Grandmom, Paranormal Investigator",,Wed Dec 13 11:59:21 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940912262793089025,KenFry10,-28800,"Ancient traveller. Award Winning, Amazon UK Bestselling Author. Love people who make me feel good about the world. 😎 https://t.co/OUjbAr5HIr","Surrey, UK",Wed Dec 13 11:52:19 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940911455993516033,bluebirdbrige,None,#Avidreader #YA #NA #Paranormal #Romance #Mythology #BookLover! #Nature & #music,,Wed Dec 13 11:49:07 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940903687999934464,StephaniePMcKea,-18000,"Writer of Christian mystery-romance-suspense books. Love animals, rocks, outdoors--God's creation--including folks! https://t.co/GidydwQ7Px","Fortrose, Scotland",Wed Dec 13 11:18:15 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940899264368185344,mt13132626,0,"CYBER LOVERS HOT BOOK - Receives 5★★★★★ REVIEWS UK/USA WORLDWIDE. A naughty but very good read. A passionate, sexy, erotica romance love story. 100% FOLLOW BACK",In Cyber Space @michellesexy13,Wed Dec 13 11:00:40 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940898540359786497,PennilessScribe,-28800,"Horror writer, questionable painter, unapologetic nerd, and committed beer enthusiast. Author of the award-winning Stage 3 series of books.","Vancouver, British Columbia",Wed Dec 13 10:57:47 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940885813138661376,hanbonnah,-28800,,Philippines,Wed Dec 13 10:07:13 +0000 2017,Free Sauna 😰😧#islandcityexpressbus  #itsmorefuninsamal #samal #rainyseason #ironic #sarcastic #davao,0,0
940872718051889152,AuthorEllie,-28800,"Published author of 4 books and many more on the way :) https://t.co/lnhv6UoVME
All of my books here: https://t.co/JXX0yvnaqT","Auckland City, New Zealand",Wed Dec 13 09:15:11 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940872496026406914,LongCreations7,None,https://t.co/1eL1uI9cFI,,Wed Dec 13 09:14:18 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940870914941640709,Snakehips__,None,"Love's not ❤ Heart of Life, it's only part of Life.
love love 💕

no DMs please.. 🙏🙏",India,Wed Dec 13 09:08:01 +0000 2017,@ikpsgill1 😜😂😂 #sarcastic doc ne mara ek aur chauka 🙏🙏,0,0
940853868715442182,sandyknollman,-18000,I love being an Independent Sales Rep with New Avon. I love the variety of products my customers and I can choose from.,"Cincinnati, OH",Wed Dec 13 08:00:17 +0000 2017,#truth #awkward #sarcastic #foulmouth #imjustme #imperfectlyperfect https://t.co/QjipEsS3GB,0,0
940840856059301889,BertM51,-21600,Please check out my #newreleases on #Amazon! A NYC Werewolf (books 1-4) are now available on Amazon!,"New York, United States",Wed Dec 13 07:08:34 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940833596813840389,SaberSabira,-28800,22 / 🇳🇱 / 🏳️‍🌈 / artist / (She/Her) / #BLM ✊🏾/ #AntiNazi / #fuckislamphobia / icon made by @socialmediadeer,Nederland,Wed Dec 13 06:39:43 +0000 2017,Black women saved the day? I'm shocked.. Wow.. #sarcastic https://t.co/yNlSZm2N7a,0,0
940833489863282689,uncanny_piscean,19800,"Sarcastic, Funny, Realistic, Optimist,  Blogger
https://t.co/ri5Eg6kyva","Nowhere, Everywhere",Wed Dec 13 06:39:18 +0000 2017,"#Indians will progress the day we start spelling #Chinese correctly
#sarcastic",1,1
940830568308146178,BellaSwannBooks,-21600,"#Erotica #audiobooks #paranormal, #dark, #kinky, one-handed reading😘 explicit #sex , #BDSM, dubious consent, #monster #AlphaMale #submissive females. ❤🇨🇦❤️","Winnipeg, Manitoba, Canada",Wed Dec 13 06:27:41 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940830404554248192,PeskySens4life,-18000,"Sports fanatic. Die hard fan of the #Sens, #Steelers, #TiCats, #Tigers & #MICH. Also like #Seahawks & #RedWings. Brutally honest. My blog is Lets Talk Sports!",Canada,Wed Dec 13 06:27:02 +0000 2017,LMAO this tweet looks so smart right now! #AlabamaSenateElection #sarcastic #Wrong https://t.co/i7fTK39h8v,0,1
940823953442070529,HarrisBookDepot,None,#Reviews #FreeBookPromotion #AuthorSupport #Resources 🔹🔸All Genres Welcome🔸🔹,,Wed Dec 13 06:01:24 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940822433413718016,TheeBeardedNoob,None,Husband l Father l Navy Vet l Streamer l Amateur Voice Actor. l side note: I Business inquiries can be sent here: theebeardednoob@gmail.com,"Bearded Forest, Amurica",Wed Dec 13 05:55:22 +0000 2017,Well #RIPStream good ol’ @GetSpectrum has maintenance in my are for next two to three hours. The kicker? I was told… https://t.co/VwMhUbSVD9,0,0
940817552430821376,mandaweir25,None,Always Shine Bright ✨#beyoubetrue #pandamonium  #enjoythelittlethings                                   insta: mandaweirdo25 younow: https://t.co/iBBqubrJbZ,Canada,Wed Dec 13 05:35:58 +0000 2017,@StefanMolyneux @StefanMolyneux it was a sham!! It's just utterly disheartening. It's always good to know how accur… https://t.co/W3aid35ZxT,0,0
940817095864078336,juliet_cromwell,None,Author of A Perception of Sin and A Line of Provenance,"East, England",Wed Dec 13 05:34:09 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940812296145768448,sarcasticalarm,None,"Not so ordinary Girl. Wine is Life, Sarcasm is oxygen.  #Sarcasm #Sarcastic #design #humor #funny","London, England",Wed Dec 13 05:15:05 +0000 2017,What is your superpower?https://t.co/qXQyvARjFK via #Sarcastic #Sarcasm #Funny #Tshirt,1,0
940781485560274944,SaurabhAndrande,None,Isn't it enough to see that a garden is beautiful without having to believe that there are fairies at the bottom of it too?,"Manikpur, Mumbai",Wed Dec 13 03:12:39 +0000 2017,Duniya mein sabse bade gyani parmatma woh Hai Jo movie dekhne se phele hi uska review de dete hai #Padmavati… https://t.co/gavrMgBgBc,0,0
940777909895168001,iamsek0,None,"Singer, Dancer, Actor
&
Professionally Food Technologist & Craziest Fan of #MJ","Parbhani, India",Wed Dec 13 02:58:27 +0000 2017,RT @meSonalee: Finally found a #smiley for my #Hmmmmmmm ‘s 🤔 #emoticon #myfav #emotion #sarcastic #real,13,0
940762893636816896,SLMcInnis,None,"'Us Weekly' Hot Book Pick Author, blogger, screenwriter. (If I'm not on Twitter, I'm probably making something up!) #books #amwriting #writerslife #inspiration","Toronto, Ontario",Wed Dec 13 01:58:47 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940757759762497536,TimGurung,None,"I love #nature & #animals, write #books & run my #charity, and do #gardening in weekend. I always #reciprocate but no porn, DM, & erotica -block ASAP!💐✍️🙏",hong kong,Wed Dec 13 01:38:23 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940755860841750528,PaulCarr9,None,"Author of Sam Mackenzie Mystery Thrillers Long Way Down, The Cayman Switch, The Black Palmetto, and Bad Way Out.",,Wed Dec 13 01:30:50 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940751082707390465,CassiePayne,-18000,Cryptid Graphics                                                      ig & sc: cassiealaina;https://t.co/QkhEIZWrHI,"Pacifica, CA",Wed Dec 13 01:11:51 +0000 2017,🍔🗑🚯 #thanks #garbage #trash #annoying #ironic #sarcastic #puddle #sludge #whybother… https://t.co/VX4qUSWDyd,0,0
940748910234079237,ajongmascardo,28800,Ako si Charlz Ivan Mascardo. Ako ay isang Caviteño. Tubong Baryo Molino sa Bacoor. Ako ay Pilipino para sa Pilipino. Huwag kang manghusga sa mababasa mo dito.,"Molino 2, Bacoor City, CAV PH",Wed Dec 13 01:03:13 +0000 2017,"Most of us ignore global warming. Guys, papatayin lang naman tayo ng global warming. Tsaka hello, it’s 2018, nothin… https://t.co/VLwqyD0LdE",0,0
940742190615195648,FloridaMadeLady,-21600,#Surviving🐃💩& #CORRUPT🚔💼🏛🗃🕵️#FAKE👨‍👩‍👧‍👦N/T🌎🚫#PORN🔞#NARCISSISTS #TROLLS👨‍💻#STAYOUT OF MY🗨️💯#FIBRO #ARTHRITIS #CHRONICILLNESS #CHRONICPAIN #CPTSD #DV #CSA 💜☕️🏝️💜,💜My Paradise Lagoon💜FL USA😎,Wed Dec 13 00:36:31 +0000 2017,@freedomrules19 @Sherrie75527742 @w_terrence Plz #Read my #Profile before trying to be #Sarcastic or whatever ....I… https://t.co/z5L14OvLmB,0,0
940737390787923968,pipnbling,-21600,"Awesomely Unique Charm Creations Are My Passion 
http://t.co/fzcq7CzG5j
http://t.co/R0bMUGj879",USA,Wed Dec 13 00:17:26 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940737098075734016,alhanda,-28800,"Writer and blogger Al Handa's book, Hide In Plain Sight is due out in 2017! Visit the Facebook Hide In Plain Sight author page-link to web site below","Wisconsin, USA",Wed Dec 13 00:16:16 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940736859541528577,sarcasticalarm,None,"Not so ordinary Girl. Wine is Life, Sarcasm is oxygen.  #Sarcasm #Sarcastic #design #humor #funny","London, England",Wed Dec 13 00:15:20 +0000 2017,meh doodle https://t.co/mQWBEFmIW8 via redbubble #doodle #Meh #Sarcasm #Sarcastic #Tshirt #WTF,0,0
940721622784331776,julietrosejames,None,Historical Romance Author. Juliet James writes Georgian Romance and now also writes traditional Regency Romance as Audra Rose Lacey.,,Tue Dec 12 23:14:47 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940713533137879041,steelygreyste,None,"Blackley boy. Married to MisHelenEous @misheleneous Border Terrier owned. RIP Whiskey BT, welcome Heidi BT. 2015",manchester,Tue Dec 12 22:42:38 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940710156425363456,master_the_mind,0,The go-to #leadership person for #bigthinkers #successdriven and #ambitious. Provider of Ireland's best #LeadershipDevelopment course and #firewalkinstructor.,"Dublin, Ireland",Tue Dec 12 22:29:13 +0000 2017,I have a #sarcastic blood type it’s O-really?,0,0
940709920374247424,VerseOnWine,-28800,A Poetry Competition with a difference,vow@verseonwine.com,Tue Dec 12 22:28:17 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940709841747800064,SusanRussoAnder,-21600,Author of the Fina Fitzgibbons Brooklyn Mystery Series. My characters yearn. They love. They fight. They never give up. https://t.co/F9XbSyC6Ll,United States,Tue Dec 12 22:27:58 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940708543979700224,kellihatha1,None,"Reader and reviewer; love crime novels, mysteries, historical fiction, and science fiction.","Honolulu, Hawaii, USA",Tue Dec 12 22:22:49 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940702461714714624,froglandsfun,3600,"Please, like and retweet.
I created this page for fun, humor because life is better smiling.
https://t.co/onNWzrZv5C
https://t.co/uJMYZ68Pak",London,Tue Dec 12 21:58:38 +0000 2017,"Prepared for any circumstances.
Follow me @froglandsfun for more memes
#froglands #interview #memes #job… https://t.co/Ha6j3tumUk",0,2
940701366607020032,naturewilds,-21600,"⭐ Photography Artist ⭐    Fine art prints, cards, T-shirts, bags, phone cases, pillows, mugs - more.   Member of Fine Art America.   ⭐F/RT ≠ endorsement. ⭐",,Tue Dec 12 21:54:17 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940692194708672513,SanitaryGang,-28800,I strongly believe Sack-Racing should be in the Olympics.,,Tue Dec 12 21:17:51 +0000 2017,"Conned and Doomed: An Autobiography

#feelfreetoretweet #taptaptapding #autobiography #comics #humor #sarcastic… https://t.co/rKWmou1ppC",0,0
940691063622299649,GloriaD3li,None,,,Tue Dec 12 21:13:21 +0000 2017,#gloria #vintage #meme #sarcastic https://t.co/LierMBOPMP https://t.co/vE8nOu19S6,0,0
940681494116425729,ethersvoice,-28800,"Awakened through JESUS. Much received. Must share!
Currently learning how to reach people online.",Canada QC jor1h0,Tue Dec 12 20:35:19 +0000 2017,"FUNNY how gas prices can all rise at the same time?

FUNNY how income taxes can rise and presto your paycheck is do… https://t.co/HYykEVQf15",1,1
940677900302303232,BiancaAhonen,None,Catholic school girl turned middle age-ish porn writer. Producer of erotica series: Hard Compliance; next volume 'coming' soon to ereaders everywhere.,Northern California,Tue Dec 12 20:21:03 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
940677065896026112,Roaringpurr,None,"Christfic  fantasy/romance (1) THE PLAN  (2) TRILOGY: Convicted, Convinced & Commissioned (3) one kidlit - A DOG NAMED DERF https://t.co/kgpIuzaM8t","Georgia, USA",Tue Dec 12 20:17:44 +0000 2017,RT @JanRomes: No Sweat Pants Allowed - Wine Club #sassy #sarcastic #humor #friendship https://t.co/ClriEWkDKu Bk #1 - Wine and Sweat Pants…,298,0
