id,screen_name,utc_offset,description,location,created_at,text,retweet_count,favorite_count
937813380987056128,Unfortdork,-28800,"Is this #acid #vegan? 😘 
Where do I get my protein? -Same way I make my hubby smile!  🍆😂
@peacelifeband",Twin Cities,Mon Dec 04 22:38:28 +0000 2017,@twinkiejiggles @TheHerbivorousB @triviamafia Nah - that's a #coincidence 😊  #Irony would be if they had won a slab… https://t.co/9QmHPZ2XyF,0,4
937810747836588032,BoxxOfMeng,None,,,Mon Dec 04 22:28:00 +0000 2017,RT @UnitersCentrist: #Irony https://t.co/9H1A3cG08B,2,0
937810545482362881,CurtisJDurham,None,"Quarter century, Baltimore. Peace & Social Justice. History. Philosophy. Museum Studies. Cats sushi coffee. Civitas Maxima.","Baltimore, MD",Mon Dec 04 22:27:12 +0000 2017,@ChrisVanHollen I wonder if President Jackson’s portrait was looking on when he signed the proclamation like it was… https://t.co/KxACkTeCW5,0,1
937810432995332101,Foxinthebox1,None,1st Team Manager of Bacton 89 Utd FC,Ipswich,Mon Dec 04 22:26:45 +0000 2017,So the only non celebrity has at last been voted out of I’m a Celebrity  #irony,0,0
937809423187304448,UnitersCentrist,-21600,Moderates & Centrist Independents: help spark a movement to fight corruption & hyper-partisanship dividing us & put the U back in USA. Opinions by EIC Solomon K,United States,Mon Dec 04 22:22:44 +0000 2017,#Irony https://t.co/9H1A3cG08B,2,9
937807726851194880,rnn_grnt,None,"Closeted Writer
-circa- 2003
Blog: https://t.co/KyTPKlTlsf",Everywhere,Mon Dec 04 22:16:00 +0000 2017,"Yet, the president. #irony https://t.co/XESlel6qnr",0,0
937807242312560640,Hope_Resist,-21600,"Mom. Wife. I curse, a lot.  Unabashed  Cat Lady. 🐱#ImpeachTrump #Resist  #MeToo",,Mon Dec 04 22:14:04 +0000 2017,#Irony https://t.co/5CAi7Ye679,0,0
937804144009711617,ThatBrianArndt,-18000,"Loving husband, father, uncle, brother, son and coach.  // Creative + Film Director / Writer","St. Petersburg, FL",Mon Dec 04 22:01:46 +0000 2017,"Of course. After decades of disappointment on the field, The Silverdome goes undefeated. @Lions @freep #irony… https://t.co/6e9cIZEIJm",0,0
937803302154117120,Dr_Nome,28800,"Environmental/industrial microbiologist. Post doc. Permanently hangry. Gin lover. Cat lady. Crochet & craft addict. Sport nut, wceagles fan. Twits are my own.","Perth, Western Australia",Mon Dec 04 21:58:25 +0000 2017,"Paper decision finally after more than 12 months and 3 rounds of review. Latest was + 4 months, and now they want c… https://t.co/X0kvkq8Zta",0,1
937802285471502337,JessieOsburn,-28800,,,Mon Dec 04 21:54:23 +0000 2017,The Trumpian tweets always age so well... Like a fine Merlot of irony and treason #ImpeachTrump #irony… https://t.co/QQdcFXymum,0,0
937801864900431874,Brssrq1,None,,"North Sarasota, FL",Mon Dec 04 21:52:42 +0000 2017,@CNN #Irony @realDonaldTrump https://t.co/pK8udO0bSe,0,0
937801635916664832,WeNeedThe25th,None,"26, witty, and very political. My views are mine, and do not represent my friends, family, and or employer. :) PS: Love one another! 🇺🇸🏳️‍🌈 #TheResistance",United States,Mon Dec 04 21:51:48 +0000 2017,@highriselath You're* #Irony,0,0
937801538260668421,IngeniousLocks,0,,,Mon Dec 04 21:51:24 +0000 2017,@bestofsudbury @tgschool @TGSCareersTeam You learn valuable people skills and life lessons if you work a job when w… https://t.co/XspnIa7Lrx,0,1
937800892195201027,MsAdlerIPresume,0,"Talk too much, laugh too loud.  More Cumberbitch than Cumberbabe, 45. Fandom account so if you're not into Benedict, you'll find it boring. Saw Hamlet Oct 2015",SHEFFIELD,Mon Dec 04 21:48:50 +0000 2017,"@hla72 Yes Royal Mail apologised for the ""mis-sort"" with the postcards 😂 Some mis-sort LOL  When my sister actually… https://t.co/XYEgJapucM",0,1
937800200235700226,CxxPIPxx,0,"Hat-wearing sneaker-snob, grammar bore, ink appreciator, pizza fiend. 
Shameless pogonophile.          
Instagram: cxxpipxx",Barrow-in-Furness,Mon Dec 04 21:46:05 +0000 2017,@SamMufc7 @matthaig1 He told them early last week.. they had a sort of group discussion wrt the social stigma around mental health  #irony,0,2
937800042802376705,SafeWordApples,-25200,Take a look at a liberal and you'll realize why they have to write 'do not eat' on dry silica packets.,,Mon Dec 04 21:45:28 +0000 2017,"Says the troll who's grammar, sentence structure and punctuation is only at a 1st grade level. 😄 #irony https://t.co/7wCD0a36QB",0,3
937799653277556736,DirtyButClean,0,The cake is a lie.,"Here, Now.",Mon Dec 04 21:43:55 +0000 2017,#Irony https://t.co/DwHkKyIff8,0,0
937798796108533760,jt2442,-18000,"Mommy to a great little guy and gal... married to my bff! Lover of classic rock, animals, and a good scary movie",SC/GA border ,Mon Dec 04 21:40:31 +0000 2017,@NBCNews #irony,0,0
937798679712296960,zepedachemical1,None,,,Mon Dec 04 21:40:03 +0000 2017,"Is there really a difference between these two pictures?
#prophecy #irony #Biblical #Politics #Democrats… https://t.co/L95Vb1KcLO",0,0
937798423444709377,admoorblank,-18000,design geek. comedy nerd. dork.,"northampton, ma",Mon Dec 04 21:39:02 +0000 2017,Alt-right women are upset that alt-right men are treating them terribly https://t.co/XWhrJEDoSM ... but ... but ... but ...#irony,0,0
937798045160366080,bobomcjonny,None,,,Mon Dec 04 21:37:32 +0000 2017,@alexhaagaard #irony,0,0
937796862110703616,kilun54,None,,,Mon Dec 04 21:32:50 +0000 2017,"RT @bbogaard: @DarLovesAmerica @thehill I believe he also lied under oath to congress 

#irony #media",7,0
937796490214420480,The_BigY,-18000,Half asleep near the stars - with a small dog licking my face.. #Resist #AnimalRights #Adopt #DontShop #Legalize #STEELERS #WVU,"GD, WV",Mon Dec 04 21:31:21 +0000 2017,"The GOP Congress is, quite literally, a clown car... #Irony https://t.co/Kmp3ahY68k",0,0
937794888984354821,B_Flo_Fo_Sho,-18000,The journey is the destination. Photography /// Vinyl /// Love,Masshole,Mon Dec 04 21:24:59 +0000 2017,Wow this aged well #IRONY https://t.co/uUFPQqwKX8,0,0
937794602932817920,azthemansays,-18000,"Time-travel enthusiast.
Zombie advocate.
Paid to play make-believe on TV & film.
CA rep - @lburkeagent /\ seeking UK rep | https://t.co/A4gE0Ags1w","Toronto, Ontario  CA",Mon Dec 04 21:23:51 +0000 2017,"@Regranned from @showerthoughtsimages

#showerthoughts #quote #irony - #regrann https://t.co/lRUpTkME79",0,0
937794324380647424,calmecam,-18000,"Political junkie (but a GDI: 1 standard 4 all), curler, tennis nut, big on intellectual honesty, gay. Life is too short to cook without cream, bacon, or butter",No energy vampires PLEASE!,Mon Dec 04 21:22:44 +0000 2017,"2 of 2 

#Irony...

By not doing things in the most transparent way possible from the get-go, there now exists some… https://t.co/bzYltujIgc",0,1
937793943437303808,charlielopezm,-21600,Venezolano-gringo-trini bilingüe who shows a lack of respect for people or things that are generally taken seriously y TODO lo contrario. #LGM #SOSVenezuela,,Mon Dec 04 21:21:14 +0000 2017,"You walk into a foot specialist's office, and the first thing you perceive is ""how good it smells in here!"" #irony",0,0
937793368838549505,jonsaidstuff,-18000,"Archangel of #Truth...Devilish Tongue...Sarcastic Prick...#NeverTrump Centrist ... #MASSHOLE by BIRTH

You've been warned 😈",PURGATORY (AKA Long Island),Mon Dec 04 21:18:57 +0000 2017,"*You're....  You're a moron.

#Irony https://t.co/SX6jmnl3Qa",0,0
937792635728814081,tkmotley,-18000,"Always asking why...Always learning...Loving God, my family, science, and my job!",,Mon Dec 04 21:16:02 +0000 2017,I need winter clothes inside the office in the summer and summer clothes outside during the winter. #Irony #It’s84°,0,4
937792163513012229,FkOhioState,-18000,,,Mon Dec 04 21:14:09 +0000 2017,@KirkHerbstreit Nothing has made me laugh more than buckeye fans crying about not Bama not being conference champs!!! #irony,0,0
937791486086619136,birdiefinch,-18000,"Silly muse, you think too much.",,Mon Dec 04 21:11:28 +0000 2017,Bwahahahaha!! #irony https://t.co/jIhDUBa03L,0,0
937791309523206150,philipcleary,None,"Just zis guy, you know?",Lost in a sea of confusion!,Mon Dec 04 21:10:46 +0000 2017,@johnredwood V glad that you are supporting the need for strong bridges. #irony bridges I suppose.,0,0
937790839723560960,WeAreWakinUp,None,People wakin everyday were on a #flatearth im from Ireland if I follow u & u dont follow Ok but dont follow 2 unfollow I will unfollow if u unfollow 18-1-17,,Mon Dec 04 21:08:54 +0000 2017,RT @WeAreWakinUp: @dazmund2017 @moslondon So much #Irony https://t.co/nnLPNGeMLe,1,0
937790778876813314,WeAreWakinUp,None,People wakin everyday were on a #flatearth im from Ireland if I follow u & u dont follow Ok but dont follow 2 unfollow I will unfollow if u unfollow 18-1-17,,Mon Dec 04 21:08:39 +0000 2017,@dazmund2017 @moslondon So much #Irony https://t.co/nnLPNGeMLe,1,1
937790263040331777,andrewkennedy27,None,,soon to be a free country,Mon Dec 04 21:06:36 +0000 2017,"Lily Allen moans she can't move back to her flat https://t.co/CQEMQHpa63 via @MailOnline
There is a god ... hahahaha 😂😂😂 #irony",0,0
937787020398809088,Angry_Lad,None,,,Mon Dec 04 20:53:43 +0000 2017,"@susanhowick @realDonaldTrump @theresa_may You are the animal! Most Muslims hold a British passport, have a job and… https://t.co/S3B7Kb7hDA",0,0
937787004305145856,BertiefulSouth,-28800,🐝 @mancity Block 122 @aylesburyfc #nonleague #BSFC 179. I like nice jackets.,,Mon Dec 04 20:53:39 +0000 2017,Check out the @ name on top rag @RagsMUFC #irony,0,0
937785912183832576,dajerx,-18000,"a known quantity. toddler newb's dad. Submitting a request for the ""show when im dead"" checkbox in the profile edit",,Mon Dec 04 20:49:19 +0000 2017,#irony https://t.co/D1lDSMb3jy,0,0
937785498545700864,Bryan_E_Thomas,-25200,I live in Los Angeles as a comedian/actor but my heart is still in Baltimore! Go Orioles and Ravens!!!,"West Hollywood, CA",Mon Dec 04 20:47:40 +0000 2017,#Irony https://t.co/YOkeKn4oW6,0,0
937783993822523394,MrRealEstate88,None,,,Mon Dec 04 20:41:41 +0000 2017,One game??? Oh the #irony 🤦🏽‍♂️ #sadworld https://t.co/AQEZWnSC7h,0,0
937783284918046720,faceschange333,-18000,"We all die  but not everybody lives.

Crypto, Long Island, Sometimes writer, perpetual wanderlust.","New York, USA",Mon Dec 04 20:38:52 +0000 2017,"Everybody want you to be yourself; just don't express it.

#Irony #doubletalk #2017",0,0
937782089902063624,sparkleteefs,-28800,better to remain silent and be thought a fool than to speak out and remove all doubt,London / India / California,Mon Dec 04 20:34:08 +0000 2017,@hickyboy1 So you immediately pick up your phone to complain about it #irony,0,0
937781632827777024,jai_Bharatvarsh,19800,"ॐ नमो भगवते वासुदेवाय B.E(CIVIL) DELHI UNIVERSITY  #MODI supporter #PROUDINDIAN #PROUDHINDU 
देश भक्ति खून में है","New Delhi, India",Mon Dec 04 20:32:19 +0000 2017,"@MrsGandhi Out of 15 ..... 13 voted in favor of great sardar patel ji 
But nehru was the pm #irony",1,5
937780395915075584,TheColdPhoenix,-21600,Look at the Twitter name,,Mon Dec 04 20:27:24 +0000 2017,@KalenaShari We're missing it because of the Little Jedi #irony,0,0
937778689458233344,manlorette,-21600,No affiliation with Jung Pope,"Atlanta, GA",Mon Dec 04 20:20:37 +0000 2017,RT @gregswan: Over reliance on spell check slayed almost half the players at @hqtrivia tonight. #Embarrassed #Irony https://t.co/kOxL6qQQvd,1,0
937778656830676992,kinggavrock,-28800,"Dogs. Witty banter. Bourbon. Wait, no. Just Bourbon.",Hollywood,Mon Dec 04 20:20:29 +0000 2017,"He was 74 away, and now only 7920 away. I guess asking for help will only work against you. Look at the middle clas… https://t.co/OXPYDUjRQr",0,0
937778064695676928,HouseJug,None,"Compassion, Resilience, & Baddass-ery 💖 🌱 👽","Exeter, England",Mon Dec 04 20:18:08 +0000 2017,RT @KateByard: So gutted to have missed the #Exeter9250 due to having to work to pay off my tuition fees #irony. Really enjoying reading ba…,2,0
937777431531831296,Ncham45,None,J'aime déclencher des libtards et exposer leur hypocrisie(facts don't care about feelings ) ...❤ManchesterUnited❤,,Mon Dec 04 20:15:37 +0000 2017,@jespernweigner @joanwalsh @kausmickey Speaking of conscience #Irony You're more worried about the rapist than the victim .#BirdsOfAFeather,0,0
937775765424394240,Neil_Christian,0,Liberal Democrat Campaigner,"Cheshire, England",Mon Dec 04 20:09:00 +0000 2017,Theresa May left red-faced as DUP torpedoes Brexit deal. Now she knows how it feels to have her destiny held in the… https://t.co/xhcx25NltR,1,2
937775168360923136,CausingChaos,-28800,My president is racist,I live where the sky ends,Mon Dec 04 20:06:37 +0000 2017,@SarahHuckabee #irony,0,0
937775070247817217,JessicaLasker,-18000,"Master of creativity and editing, grammatically correct connoisseur of all things written.",,Mon Dec 04 20:06:14 +0000 2017,What a difference a year makes. #irony https://t.co/DSS4w29EBR,0,0
937771503352913920,ptatenz,46800,"Strategic foresight consultant, husband, father & amateur viola player. Focused on keeping life as simple as possible.","Wellington, NZ",Mon Dec 04 19:52:04 +0000 2017,It faded as the dream of cheap flying took off. #irony https://t.co/Xf6vEc7L7a,0,0
937771382192164864,honeygirl1978,None,"did NOT sign up for Bannon's social experiment or to put a liar in chief in the WH. #lovetrumpshate #tictoclockthemup Animal advocate& rescuer, equality for all",,Mon Dec 04 19:51:35 +0000 2017,"#Irony 1 year later
any comment @SarahHuckabee
you are all #Flynnished https://t.co/xGDgQ6hsMO",0,1
937771028687806464,ExeterGuild,0,"We're the Students' Union at the University of Exeter, providing representation, societies, volunteering, support and social spaces.",Exeter,Mon Dec 04 19:50:10 +0000 2017,RT @KateByard: So gutted to have missed the #Exeter9250 due to having to work to pay off my tuition fees #irony. Really enjoying reading ba…,2,0
937770884147941377,KateByard,0,"#CriticalTheory PG @UniofExeter focusing on #Marxism & #SexWork. Academic Impostor ""Grotesquely Working Class"". Mumma to 2 Cats #WIASN and #AcrWriMo","Exeter, England",Mon Dec 04 19:49:36 +0000 2017,So gutted to have missed the #Exeter9250 due to having to work to pay off my tuition fees #irony. Really enjoying r… https://t.co/Pa0VoV9sNX,2,9
937770486859288582,sallyatticum,-21600,"Professional persuader.
Re-Tweeting may be an expression of sarcasm.","Austin, TX",Mon Dec 04 19:48:01 +0000 2017,#Irony https://t.co/0HbMvucEWc,0,0
937769862654554114,JamieMellor81,0,Sodium Sodium Sodium Sodium Sodium Sodium Sodium Sodium Batman,"Wirral, UK",Mon Dec 04 19:45:32 +0000 2017,@OLearyLFC91 #irony,0,0
937769043137720320,Armando_Abarca,-28800,"Photographer, Ukulele Player, Animal Trainer, Lead Man, Drapery Foreman, Upholsterer, Set Dresser, Philosopher & Poet.","Chatsworth, CA, USA",Mon Dec 04 19:42:17 +0000 2017,RT @AsSeenOnTonyV: #irony when your @amazon delivery of a #ringdoorbell gets stolen off your doorstep,1,0
937766978034397184,Sonophoto,-28800,"Biografiti: #AntiWar #AntiApartheid #Guitarist  #Scientist #C+/- #Python :wq!
(18+ but NO porn)(EN, ES, RU)  Disclaimer: RTs & Likes !== endorsements","Mons Olympus, Mars, Sol System",Mon Dec 04 19:34:05 +0000 2017,"@MichaelRapaport @gottalaughdaily .@realDonaldTrump #Nuke #BritainFirst 

The biggest mistake of the revolution was… https://t.co/9Nd1is8lTv",0,0
937766465998147585,andanmo,-18000,,I am a BELIEVER!,Mon Dec 04 19:32:03 +0000 2017,"@greta @SamaritansPurse Its amazing to see good people helping these kids in Haiti. About Politics, why the adminis… https://t.co/1liWPAyGeu",0,0
937766430967132160,bbogaard,None,#media #Jedi independent thinker ❤️exchange of ideas/on Twitter #optics I try 2 #answer #suggestions follow/follow back/opinions r own likes/rt not endorsement,United States,Mon Dec 04 19:31:54 +0000 2017,"@Newsweek #lmao #irony

Wasn't it a week ago when every news organization called him a liar when he said @TIME call… https://t.co/dZnSIUSHvr",0,0
937765728161337344,redstart09,0,"A family man, birdwatcher, lover of nature, Scotland, Amnesty International, supporter of Aberdeen FC. Learning to speak Spanish.","Aberdeenshire, Scotland",Mon Dec 04 19:29:07 +0000 2017,#irony #brexit #UKIP @theresa_may https://t.co/7Dc52CSzJN,0,0
937764704071512065,Fenella_Wicks,None,"Retweet & follow back! (Please only follow if you're open-minded with a good sense of humour). Politics, cars, art/architecture, beauty, pets, sport, scepticism",North Yorkshire,Mon Dec 04 19:25:02 +0000 2017,#irony https://t.co/YdMoXcZv6k,0,0
937764304396328960,jangengdibantin,34200,Professor of Natural and Revealed Medicine at Grace Montgomery College                           #vegan #woke #binary,"Chicago, IL",Mon Dec 04 19:23:27 +0000 2017,"RT @bbogaard: @DarLovesAmerica @thehill I believe he also lied under oath to congress 

#irony #media",7,0
937764032966250496,AlaniaCater,-28800,"Passionate Longhorn, product person, and dancer. Lover of learning, tech, higher education, food, triathlons, travel and pushing my limits. Tweets are mine.","Austin, TX",Mon Dec 04 19:22:22 +0000 2017,This tweet has aged incredibly well. #irony https://t.co/6MJf8owKfA,0,1
937763470484832256,hellomarkhere,None,Creator of @theVRindex. Climber. Dad.,"Bristol, England",Mon Dec 04 19:20:08 +0000 2017,@NotFromBolton Held to ransom by a bunch of religious fundamentalists from another country. #irony,0,0
937758032049659905,phoebemoore,0,"politics and technology writer, Quantified Worker",London,Mon Dec 04 18:58:32 +0000 2017,Best card. #unicorn #fabulous #unique #best #irony https://t.co/7bZE71Xc3o,0,2
937756983553388544,Jaisans,3600,"humanist, cynic, natural philosopher, philomath, philalethes DJ, gardener.  Cuilibet fatuo placet sua calva #FactsFirst 🍎",France,Mon Dec 04 18:54:22 +0000 2017,"if northern ireland acquires special status, might a lot of uk companies move there to take advantage? now wouldn't… https://t.co/c6sboLnuW4",0,0
937756506904293377,CosmicD,3600,"Musician, Sound designer, Game enthousiast, Trekkie, Dreamer, atheist, shitposts about bullshit. I'm a genderneutral memelordess! (also geek)",België,Mon Dec 04 18:52:28 +0000 2017,@OnIineMagazin @geenstijl Black pete has it's background in european myths about demons and black is the color of e… https://t.co/zssFL9ephg,0,0
937754409567600640,MisterElevate,None,A ninja turtle trapped in a humans body.,,Mon Dec 04 18:44:08 +0000 2017,"Because there's nothing more American, than down syndrome.
#2017 #irony #comedy #MissUSA  #MissUniverse #America",0,0
937752644428365824,SuperBeardVH,-18000,About to embark on a walk to all 48 continental states! Follow along to check out my progress!,"Florida, USA",Mon Dec 04 18:37:07 +0000 2017,"I love how @mrsundaymovies &amp; @wikipediabrown HATE @ScoobyDoo w/ a passion, but they've got a #mysteryinc parody shi… https://t.co/UJ3pCIOKo7",0,2
937751778107559938,tomcahill7,0,"The hardest part of business, is minding your own! Your average Masterchef, lover of the greatest team on earth - MUFC.. #OneLove",Belfast,Mon Dec 04 18:33:41 +0000 2017,Watching the DUP becoming hated more by the pro #Brexit public in the mainland than the European Union 😂😂  #Irony #reality  #underthebus,0,1
937750887170224128,lisahajjar,-18000,Anti-torturista and cheesy pop culturaholic.,,Mon Dec 04 18:30:08 +0000 2017,"#gtmo Nevin: ""do they think I'm going to bathe in their due process?"" #irony",0,1
937750772304953345,JamesMarchment,-25200,Graphic and Web Designer.  Hate Nazis. Opinions are my own & probably bad.,"Toronto, Ontario",Mon Dec 04 18:29:41 +0000 2017,"Sone kids in MAGA hats are here. I asked them why they want to shrink the monument. ""Because my family owns some la… https://t.co/cYgwpMa4FP",0,2
937749575401721856,Reid_CO,-21600,"If you aren't pissed off, you aren't paying attention! #Impeach45
#VoteLiberal #ResistGOP #StandUp #GOPdontCare #HumansOverBeliefs #Atheist #ClimateChangeIsFact",United States,Mon Dec 04 18:24:55 +0000 2017,@tklforgiven @geraldpayne25 @RanWiz @S_deebee @Keith_Jahnke71 @CoryCorydwolf @fossilsrule @TakeThatDarwin… https://t.co/luSTFotwZv,0,2
937747970690338818,amiatylabs,7200,"Visma IT Operations Manager, DevOps supporter,  technology and science fan boy,  weird sense of humour, information addict",,Mon Dec 04 18:18:33 +0000 2017,"China Launches World’s First All-Electric Cargo Ship, Will Use It To Haul Coal https://t.co/jg4KCwlKef #irony",0,0
937743653396733954,EricRayeCopy,-18000,"Freelance creative work including social media management, content creation & curation, blogs, product descriptions, art direction, and more!","Toronto, Ontario",Mon Dec 04 18:01:24 +0000 2017,It's gonna be one of those weeks... #grammar #irony https://t.co/dgDJsMAxPk,0,0
937743533968056321,mj2260,19800,IT Professional. Developer. Social animal. Love to spread awareness around. Advocate of individual-ism.,Bangalore,Mon Dec 04 18:00:55 +0000 2017,"We can't control everything around us. You can't become what you decide by yourself, If your people who means a lot… https://t.co/XYsXep8bxn",0,0
937742757962989568,hardassets4all,None,,,Mon Dec 04 17:57:50 +0000 2017,"@gilly1a @Twitter I fully support your right to opinion, but to suggest Twitter is taking any action because of a p… https://t.co/MOFfCEImjA",0,0
937742502731436032,buzzm3,18000,Life is #spooky,Just around! ,Mon Dec 04 17:56:49 +0000 2017,"RT @buzzm3: Running out of time. 

#Irony",1,0
